date,STK01,STK02,STK03,STK04,STK05,STK06,STK07,STK08,STK09,STK10,STK11,STK12,STK13,STK14,STK15,STK16,STK17,STK18,STK19,STK20,STK21,STK22,STK23,STK24,STK25,STK26,STK27,STK28,STK29,STK30,STK31,STK32,STK33,STK34,STK35,STK36,STK37,STK38,STK39,STK40,STK41,STK42,STK43,STK44,STK45,STK46,STK47,STK48,STK49,STK50
2014-01-31,1.5421364525192394,0.3632755920966825,1.111579473982714,0.2805872316878132,1.252349996176334,0.3214314281828989,1.742967697686,0.4380333356472881,0.9897014878285898,0.33939477304051185,1.3929845936514351,0.46275565268449254,1.2742667380987776,0.33473446915151717,1.3954518736181232,0.43777715142431384,1.6538650789268656,0.500932885918544,1.66037876115748,0.2994271326033109,1.55718737059192,0.5339952921165827,1.3817128093483104,0.4024310472114718,1.4935245556198191,0.4013074961276546,1.4265467868273745,0.3209612186015503,1.1557725434754231,0.46999364370595287,1.675629347872243,0.3596312029361779,1.009267281336248,0.38633549281124313,1.630421275164276,0.49945709495669427,1.6324118892480601,0.5485844046992873,1.5863658780050192,0.31675710238986193,1.6476539643964847,0.4295113210489945,1.3965078843232723,0.4572859448748203,1.6108013515661923,0.4955771033170313,1.356877964779496,0.5123114295544579,1.447216687081547,0.2758292770020836
2014-02-28,1.4737883530614224,0.4161612854249404,1.220376235828428,0.30582513847115494,1.5099591298499648,0.3473635200060193,1.162017813248461,0.3141302091714474,1.1854901449787651,0.3598350137345,1.541691793658845,0.3937104073970696,1.9533633286991658,0.3745157412839939,1.1951689429939387,0.48041985386622715,1.390448277233946,0.3252172421448582,1.4282123680777412,0.3362147974671839,1.9419202391459003,0.5098406316609363,1.290671076750371,0.2710861442415967,1.3695092951193268,0.5169787760512563,1.7046005016136225,0.3978754603753782,1.2849608994704242,0.32033148129719746,1.4343805992400631,0.31521325158087066,1.4418224815515792,0.41193184334547184,1.1282561095566104,0.4177789601149065,1.7215118734614594,0.597879107636316,1.1799990712799373,0.28568489102702194,1.4326249544000795,0.3772296516167886,1.2769289563812272,0.37624979683561605,1.5606461773348457,0.43847227350409956,1.6778195240235234,0.45316172769638485,1.3751770232478595,0.31142613916158546
2014-03-31,1.346000163039822,0.3818610412026475,1.286088724223714,0.26867462782826385,1.1442747813014205,0.5010846836119248,1.4873314047981825,0.5005568554033417,1.2164504098035747,0.2605404635087,1.7790244102178094,0.5258204273180609,1.3463589957814874,0.5239369054337499,1.4577720135948091,0.5184693231601598,1.211314784098731,0.5861752877818909,1.351787491277686,0.4013843707555352,1.4816725295016713,0.4529636414625317,1.2103899174879074,0.3845398078516326,1.558866932360709,0.3626519536700636,1.8254427394180481,0.3098302205623489,1.5786043111875068,0.35616027026154884,1.1621272146496622,0.39669965836362364,1.323331433497743,0.5106812632260065,1.1218479301506168,0.4545845857150721,1.6459688776467605,0.505576011494201,1.2578941952534322,0.24887303351471318,1.4256533944980327,0.4141056273737316,2.0629061012307925,0.4371969817220341,1.4776538723470247,0.42921037285291397,1.0708081373762333,0.46035780397772974,1.6667271828533705,0.3526839727353197
2014-04-30,1.595457523669407,0.36394037827421505,1.5179314688935703,0.34213630205962553,1.6477578431598074,0.31820615876587,1.1445004978101974,0.3795009242911962,1.3960947742173697,0.24633130123492974,1.5129710098598,0.5480810860350477,1.6962709539949432,0.3475856369210767,1.6751430716174207,0.48841924087541394,1.5060360795386274,0.4119382405579862,1.7331913924365974,0.4690014678520288,1.588184511629679,0.44718812680027203,1.544735869354557,0.3404173874584749,1.4265366345561485,0.49612618872491526,1.3832152655767669,0.2758238420434589,1.1079024793146957,0.454684293573389,1.1262627294113994,0.4954510167038236,1.1288753503722784,0.31755182552818906,1.2239485730270558,0.3617323246364888,1.2772059424915634,0.45446258701285513,1.2001652748519767,0.22302563847693044,1.3139388085466612,0.37905674617933927,1.0904957008832432,0.36831945652405373,2.096931880069339,0.3615388907338689,1.2586685945978813,0.46843567980211104,1.7413932684857618,0.2786382976397638
2014-05-30,1.534467702625544,0.35606750804104226,1.4451490322760643,0.40554849440538226,1.2810489607046849,0.33103724704910453,1.3291901485414048,0.4289447061593722,1.0382557705297928,0.33010197251426787,1.5231252434045222,0.45721232362272,1.5432369369617769,0.3445236572185135,1.2278612219439657,0.5012955163387093,1.2349404670904391,0.5749109638928716,0.8755949740421376,0.41558944404568504,1.7121799891629708,0.40363478166371647,1.2516892346884314,0.34077109268484146,1.2607181405811607,0.4369019240484921,1.3508627148515364,0.359306081421498,1.2434986055232584,0.4729701028223875,1.4978024882453458,0.29225738743656277,1.2664365339607393,0.46954035988116866,1.2091071306602539,0.3527560471435913,1.3339843962354243,0.41179997042138006,1.401563548709925,0.2565277800979205,1.0630971235966522,0.4114697375544846,1.7636953113538947,0.3143269736450351,1.5378191205094416,0.43851684271356556,1.228316986292847,0.3327436226998482,1.160424937421422,0.28958158027537373
2014-06-30,1.3781337693017346,0.36516537256941284,1.0129302877929238,0.3275809915167305,1.4269631326232453,0.504293466641837,1.3334756346918684,0.36284191516812464,1.2401451877315994,0.2992366025224553,1.240788640044277,0.4634161510866762,1.879124642818646,0.4203089210198962,0.8873115826942883,0.44605009670229995,1.3534350979481633,0.4119835897623587,1.339315989358069,0.301740565035923,1.4412162868018834,0.40628732512516985,1.9587926022849822,0.2780634579011349,1.473098937624274,0.3491061000099584,1.8834762386765547,0.2921963466694361,1.2961107241505687,0.37862531148100126,1.2247373127352235,0.3943406260683194,1.291939767616414,0.330229696226927,1.2537328272832384,0.4149351847823141,1.7780492499023028,0.5590300399282325,1.372659764300139,0.31534587647311146,1.2499096941744077,0.3828937386069053,1.2651063475115016,0.42109875207821046,1.3424204931722634,0.46242514296735354,1.0755973286144447,0.441337893815174,1.3265306762025517,0.35887175808073984
2014-07-31,1.1046370284936056,0.2697450808952715,1.3537288664539575,0.4000076793901406,1.245847758922294,0.4033551522973698,1.221444920048905,0.39797709413623344,1.355108645688708,0.33738344199743425,1.7080800730374672,0.46050562769948356,1.5599548067562483,0.34753776987768376,1.40417688596535,0.4470034976809692,1.17827530812436,0.4376092669561584,1.3788577054640876,0.3793782591873901,1.7841008687572635,0.46613544716752503,1.7006299784713752,0.2844943427312567,1.6055750691117225,0.447586602667223,1.3402975080292865,0.36237520377639953,1.0140073817941444,0.3117917309186392,1.4469313114687201,0.572875455080438,1.2671282609733787,0.44021301956547854,1.256817177136117,0.37430960172379224,1.5906357140082643,0.4096455368780502,1.3143675117060933,0.22121277529484945,1.0418070686181469,0.5314444013361984,1.8651825689131827,0.3158823021095151,1.7755950313084747,0.5431862868613586,1.4116233914020868,0.4572856993481164,1.0662723940759338,0.41964607976078544
2014-08-29,1.1921052382691608,0.45883069466327614,1.5043381448304478,0.3279250593437119,1.424728821947034,0.40923612247435004,1.1083527385114913,0.4179716666299209,1.3146124499105376,0.3885594399044164,1.936206361228513,0.3886308822281086,1.776986731955555,0.25359897341351173,1.2831759556662006,0.3829604445772981,1.6650525180419533,0.46151451843473,1.0381025890971305,0.3265436225807635,1.5404424873954694,0.41669197765273397,1.4229969660387647,0.32328102149600874,1.1505217692905538,0.5687903082732296,1.8215583188127458,0.3485239512340509,1.256339112449525,0.41788760512105283,1.8611270198372003,0.35071462556013705,1.2085065385173779,0.28273164268888856,1.2611047918570684,0.42670577805929544,1.3042872214930505,0.5304223237237509,1.2781340900737015,0.3721543076820809,1.0555691420961248,0.38205667014398775,1.646904454583528,0.3549695254632572,1.581396068671114,0.6632020259735749,1.0768630817142508,0.45545085791366946,1.2725039485499496,0.3791760138357895
2014-09-30,1.2071402333936971,0.4189984795429345,1.4302760376610897,0.38561973055310367,1.412972911001303,0.396623303154398,1.1283447119623806,0.4196534268288206,1.2727349458282076,0.3376193139683137,1.5057407742044187,0.605152973112389,1.4853458373509627,0.4121215667557026,1.9582146981973085,0.6003760358218896,1.6134836977111822,0.4113677138740975,1.6119529301196283,0.3144582478461011,1.3270613480161288,0.44848707051358794,1.5674300464317994,0.34831332303517193,1.6843505521272335,0.4284528805987519,1.911034765156784,0.3441732160236223,1.1650386938873758,0.4778339895334422,1.769710335089422,0.40093984729581383,1.0422804113202917,0.30688776889391933,1.2393730916119954,0.34749555488395534,1.7720364210936992,0.6747846070628205,1.0866832405239633,0.39598333414063197,1.2887767053495511,0.4110162830951442,1.7822527336218545,0.41210589197341124,1.4900597199236656,0.5098829852206154,1.4698331191273097,0.6592420214934511,1.5568938792658262,0.34801403332450564
2014-10-31,1.5091377998771363,0.36254202169307553,1.4299015596054516,0.29736358380158384,1.946770499967649,0.41527002039418437,1.26157969233441,0.5592778856860323,1.106706822231688,0.2842194432185937,1.4978556926576927,0.4310372629025605,1.9543965759442572,0.29559223428650727,1.4245890276166397,0.4002709070522316,1.1648378247898339,0.3093549795361193,1.5526276032965414,0.31713456103543036,1.3723675178388401,0.44626420107583675,1.6752382070105005,0.294233732292855,1.5831070584377487,0.5862774973586932,1.6049470101577528,0.2807840838289912,1.039871230599501,0.4069321209780485,1.5071215028417866,0.43627430128069744,1.3314415942774773,0.35004094864338126,0.991128298506158,0.3438568835007059,1.428045483020201,0.48424673148516745,1.2211359214200495,0.2788472769544801,1.3591273242606652,0.4477032498925369,1.8405517999506429,0.376141547443997,1.601997592085997,0.5015349318143887,1.226798494876177,0.5293877763774519,1.4902382357345605,0.34682452131683583
