date,MKT_RF,SMB,HML,WML
2014-01-31,-0.004369489595467058,-0.013561115546169983,-0.0362836944562395,0.0505720771726227
2014-02-28,-0.05572370136348686,0.0001280435425308037,-0.014855379886770773,0.018943294897141746
2014-03-31,-0.022109618180505046,-0.001087318427880117,-0.006142494105324261,0.04952728118074594
2014-04-30,0.08054868692655745,-0.006478851532210705,0.0059137005802878395,0.04455822309082469
2014-05-30,0.04832262410344765,0.0062727675503882,0.0076467952852769475,-0.0003488327480191617
2014-06-30,0.024632881383687834,0.01823693891593018,0.047853414228473994,-0.001730334240346301
2014-07-31,-0.02625824101420557,0.04220296110609304,0.004643248276597477,0.06935475261991482
2014-08-29,0.00816403197382001,-0.0450776838218339,0.032803835275505414,0.02091361195794423
2014-09-30,-0.04850509085481168,-0.013310286214183622,0.0018987786299423696,-0.018656324600549196
2014-10-31,-0.016837159406323313,-0.011433142760567295,0.04356930112552131,-0.03959992014157319
2014-11-28,-0.0030341503758337766,0.03013550892085118,-0.049371129404921624,0.031180514777527757
2014-12-31,-0.008273796933934582,-0.008699891832200317,-0.013764489466996023,0.014127063733902448
2015-01-30,0.051047086897520536,-0.054855267792379564,0.03052493509525874,-0.02081206675790008
2015-02-27,-0.05584266613159535,0.0046319139159972916,-0.0018046881471880357,0.02381407424836024
2015-03-31,-0.030944452218181935,0.0009893230537718258,0.02908282917486304,0.013003566769155355
2015-04-30,-0.05386095869599986,0.007392546973139457,0.01378185087776359,-0.050505617390567234
2015-05-29,-0.047680894570953425,-0.029204886429384458,0.029484555543964956,0.01643946625158253
2015-06-30,0.013582515340099199,0.053571040432535105,0.020165896384807612,0.05179440383440732
2015-07-31,-0.06401982398753223,-0.007715793513560387,0.021862170146785008,0.09880406841666511
2015-08-31,0.04192409504769365,-0.003648905754810006,0.044788750840243405,0.02000729744060792
2015-09-30,-0.003106709962348398,-0.025000257094274822,0.030621272523626317,0.01491118299524977
2015-10-30,0.011095474963668988,-0.02593006011624171,0.03082658779981947,0.060860968827270816
2015-11-30,0.02251595320987417,-0.034682108792463556,0.003571725245996145,0.018865702399930913
2015-12-31,-0.011537493411321598,-0.009799325553434705,-0.013291805874872425,0.016191478704707014
2016-01-29,0.05446158720890199,-0.026727455162699018,-0.015467682471624299,-0.015012303502933533
2016-02-29,-0.0007454227027435759,0.06369402023675665,0.024026448721311048,-0.04566059935768847
2016-03-31,0.03473316148575815,-0.05465477141160445,-0.06527689579326067,0.028182299914221814
2016-04-29,-0.0009600572240763498,-0.03184991644545381,-0.03360098927252,-0.03507404306448303
2016-05-31,0.021089347434121553,-0.010042432853710441,-0.02397110320460612,0.0375212058005413
2016-06-30,0.020584820157108264,0.02220473834294974,-0.003933398603421278,-0.017169448132099235
2016-07-29,0.0192486472754989,-0.010412706441401872,-0.07068026503063335,0.010442537365727278
2016-08-31,-0.035843853232941376,0.022278901790089324,0.03824419647250131,-0.0070908582613226296
2016-09-30,0.0276144096746348,-0.027604116678709656,0.019804906617228626,0.042872779351351184
2016-10-31,-0.0063530645094818095,0.0037787340168412027,0.05856830715683986,0.020659694577726432
2016-11-30,0.036371961372046305,0.05432123261032501,0.032742005129837895,0.07370819617190179
2016-12-30,-0.08886220499855368,-0.027032331870984333,0.03185062127225678,-0.02178881167244051
2017-01-31,-0.05793022999247279,0.014587030276861835,0.06601892886886429,0.014803023021349658
2017-02-28,0.024355050296076288,0.008207825578497804,-0.012986826432008037,0.00783007740404497
2017-03-31,0.09183174132973529,-0.0655460495796361,-0.03909683517898304,0.01469259303334212
2017-04-28,0.045577643606505645,-0.015669116394120365,-0.0035060071017967154,0.06046520878975657
2017-05-31,-0.02271029203899912,0.03593455715917968,-0.020099777507720493,0.032970594341601205
2017-06-30,-0.06814235869200802,0.006052330174540961,-0.00419167010868452,-0.030070274743784868
2017-07-31,0.041420879952272824,-0.03436806888688191,-0.02640613172722653,0.017628826611986455
2017-08-31,0.004373755008067214,0.022723318187469282,0.018900641888711916,-0.007486734797497555
2017-09-29,0.03458168980524734,-0.01237368835943058,0.017363519788764277,-0.013217079202031507
2017-10-31,0.013188442499485597,0.012801521842425103,0.002246167464088372,0.03757658727282981
2017-11-30,0.009333931630422286,0.013307603433128918,0.01172428209472064,-0.010843071331967304
2017-12-29,0.14113814506519293,-0.03156086803436718,-0.0009774203596171222,-0.010537291837519705
2018-01-31,0.007724151752948946,0.02569484104202896,0.024056942711483873,0.003521252874103646
2018-02-28,0.0008339655836030824,-0.028225264037055282,0.004949940985589967,0.03669850842045874
2018-03-30,0.002534809606819008,-0.037173575990249196,-0.004432477497081651,0.029278829560349245
2018-04-30,-0.01825915225184456,-0.02448486963166111,0.029028365158395904,0.0004217174288447603
2018-05-31,0.052555980262189064,-0.008382701015895833,0.03830299553834932,-0.0051907422190446565
2018-06-29,-0.007918945020160714,0.005282094693237871,0.04044870711795395,-0.03622301982499668
2018-07-31,0.03661742175400652,-0.0211775119711732,-0.024727691300945494,-0.027267845985900048
2018-08-31,0.020807136341610036,0.02434457937185347,-0.011964521825167527,-0.022339133815781776
2018-09-28,0.06285436379595918,0.009543925521307827,-0.044641890652935376,-0.004426762091780416
2018-10-31,0.02690808186447626,-0.018843946453165082,-0.0036798205097009727,0.07088592894998445
2018-11-30,-0.046602315142644124,0.028669787527845665,0.01465146680537352,-0.008333071406241016
2018-12-31,-0.05169195032742733,0.03683205072939451,-0.0007184328863352966,-0.007308149019727866
