ticker,market_beta,smb_beta,hml_beta,size_char,value_char
STK01,1.217881511358717,0.5603143329951619,0.4663751536827816,1.0,1
STK02,0.9716836009702277,0.9131704002534167,-0.2200323329675014,1.0,0
STK03,0.9361108721385218,0.8015300642054637,0.5146146466916408,1.0,1
STK04,1.1307888614497348,0.7725340032332324,-0.4988258982103476,1.0,0
STK05,1.231681381871338,0.6713819168871542,0.6661045861398732,1.0,1
STK06,1.0538638760746766,0.6520603945135921,-0.37213223409764734,1.0,0
STK07,1.3884585190307694,0.7085111055123507,0.6659489795213178,1.0,1
STK08,1.210897843150918,0.8406503828963983,-0.4099502224318744,1.0,0
STK09,1.0885591408906166,0.9377284208975875,0.6785245072941626,1.0,1
STK10,1.0352705109164904,0.7552111687390055,-0.2147291391868329,1.0,0
STK11,1.0059068096905217,0.8346568914811361,0.57528575375089,1.0,1
STK12,1.237429824430425,0.7929682762811064,-0.3556149772671515,1.0,0
STK13,1.0631433468077747,0.8124517510478,0.6262568004903531,1.0,1
STK14,0.835806737965741,0.8373445254939125,-0.43645615208043964,1.0,0
STK15,1.038826553198259,0.9211712188101286,0.6330684351445619,1.0,1
STK16,1.2427972434392214,0.5415974941662194,-0.3443078826515461,1.0,0
STK17,0.9094950382721,0.8818414207216692,0.5348265533790441,1.0,1
STK18,0.9052710536884956,0.6218331872684371,-0.2963956698519286,1.0,0
STK19,1.118930824305103,0.5971114802893854,0.7002868001372672,1.0,1
STK20,1.1190965522581195,0.7862284787457365,-0.2560711246780146,1.0,0
STK21,1.1806405751307927,0.5478562583061936,0.7006575955171674,1.0,1
STK22,1.3096590764466738,0.9426634131375697,-0.49671035221858983,1.0,0
STK23,1.2346731949163812,0.8136244860256343,0.7437556302722446,1.0,1
STK24,1.1666141064065498,0.8617081790949774,-0.4750496998816487,1.0,0
STK25,1.233466029542133,0.5080646033475085,0.7639486638440836,1.0,1
STK26,0.993775348311907,-0.6934523539646893,-0.22738890266096057,0.0,0
STK27,1.0170731933733885,-0.4030168256616332,0.43271203483759413,0.0,1
STK28,0.9369579385273734,-0.5257436171699127,-0.35066490059683614,0.0,0
STK29,0.9762284278332977,-0.6227874736548717,0.5597514840411201,0.0,1
STK30,1.1785856743126928,-0.45774802158110994,-0.21420186117132112,0.0,0
STK31,0.8552629639670452,-0.5924292143378228,0.6248873514923623,0.0,1
STK32,1.060220703607717,-0.3644276057716859,-0.22865889246660828,0.0,0
STK33,1.0585176579977862,-0.5402794271334359,0.4805598005525484,0.0,1
STK34,1.0962110585901836,-0.6463457833213059,-0.44233732588704683,0.0,0
STK35,1.055498174177497,-0.6934086436814222,0.5871950296226998,0.0,1
STK36,0.9873567337834792,-0.33174631615120626,-0.21296686762389405,0.0,0
STK37,1.055810784177685,-0.4713389098803797,0.4029705514178452,0.0,1
STK38,1.336033497870281,-0.38181714381857107,-0.49417465957828627,0.0,0
STK39,1.3664960109223276,-0.4802545962074939,0.7727728592306713,0.0,1
STK40,1.101102005530602,-0.5191054290515416,-0.38789280851295693,0.0,0
STK41,1.1743717710752668,-0.3373306841479283,0.4824382909781097,0.0,1
STK42,0.8693710370475775,-0.41874431019227176,-0.34547283303276777,0.0,0
STK43,0.9903712890921925,-0.6710336960608589,0.5515943398795671,0.0,1
STK44,1.048895727172179,-0.5276014925720781,-0.31255565824483944,0.0,0
STK45,1.3197854947300196,-0.4829647990094448,0.4117278891575085,0.0,1
STK46,0.9502732192379041,-0.6014103963192459,-0.3385726284705345,0.0,0
STK47,1.0898205585576226,-0.5967448607368149,0.4128791739751696,0.0,1
STK48,1.391335871366423,-0.3194316131377075,-0.30254918406950493,0.0,0
STK49,1.1116910715558856,-0.5834789581770984,0.589165200895382,0.0,1
STK50,1.1677367154577807,-0.6356973391220335,-0.4396538993639186,0.0,0
