date,MKT_RF,SMB,HML,WML
2014-01-31,-0.004369489595467,-0.0135611155461699,-0.0362836944562395,0.0505720771726227
2014-02-28,-0.0557237013634868,0.0001280435425308,-0.0148553798867707,0.0189432948971417
2014-03-31,-0.022109618180505,-0.0010873184278801,-0.0061424941053242,0.0495272811807459
2014-04-30,0.0805486869265574,-0.0064788515322107,0.0059137005802878,0.0445582230908246
2014-05-31,0.0483226241034476,0.0062727675503882,0.0076467952852769,-0.0003488327480191
2014-06-30,0.0246328813836878,0.0182369389159301,0.0478534142284739,-0.0017303342403463
2014-07-31,-0.0262582410142055,0.042202961106093,0.0046432482765974,0.0693547526199148
2014-08-31,0.00816403197382,-0.0450776838218339,0.0328038352755054,0.0209136119579442
2014-09-30,-0.0485050908548116,-0.0133102862141836,0.0018987786299423,-0.0186563246005491
2014-10-31,-0.0168371594063233,-0.0114331427605672,0.0435693011255213,-0.0395999201415731
2014-11-30,-0.0030341503758337,0.0301355089208511,-0.0493711294049216,0.0311805147775277
2014-12-31,-0.0082737969339345,-0.0086998918322003,-0.013764489466996,0.0141270637339024
2015-01-31,0.0510470868975205,-0.0548552677923795,0.0305249350952587,-0.0208120667579
2015-02-28,-0.0558426661315953,0.0046319139159972,-0.001804688147188,0.0238140742483602
2015-03-31,-0.0309444522181819,0.0009893230537718,0.029082829174863,0.0130035667691553
2015-04-30,-0.0538609586959998,0.0073925469731394,0.0137818508777635,-0.0505056173905672
2015-05-31,-0.0476808945709534,-0.0292048864293844,0.0294845555439649,0.0164394662515825
2015-06-30,0.0135825153400991,0.0535710404325351,0.0201658963848076,0.0517944038344073
2015-07-31,-0.0640198239875322,-0.0077157935135603,0.021862170146785,0.0988040684166651
2015-08-31,0.0419240950476936,-0.00364890575481,0.0447887508402434,0.0200072974406079
2015-09-30,-0.0031067099623483,-0.0250002570942748,0.0306212725236263,0.0149111829952497
2015-10-31,0.0110954749636689,-0.0259300601162417,0.0308265877998194,0.0608609688272708
2015-11-30,0.0225159532098741,-0.0346821087924635,0.0035717252459961,0.0188657023999309
2015-12-31,-0.0115374934113215,-0.0097993255534347,-0.0132918058748724,0.016191478704707
2016-01-31,0.0544615872089019,-0.026727455162699,-0.0154676824716242,-0.0150123035029335
2016-02-29,-0.0007454227027435,0.0636940202367566,0.024026448721311,-0.0456605993576884
2016-03-31,0.0347331614857581,-0.0546547714116044,-0.0652768957932606,0.0281822999142218
2016-04-30,-0.0009600572240763,-0.0318499164454538,-0.03360098927252,-0.035074043064483
2016-05-31,0.0210893474341215,-0.0100424328537104,-0.0239711032046061,0.0375212058005413
2016-06-30,0.0205848201571082,0.0222047383429497,-0.0039333986034212,-0.0171694481320992
2016-07-31,0.0192486472754989,-0.0104127064414018,-0.0706802650306333,0.0104425373657272
2016-08-31,-0.0358438532329413,0.0222789017900893,0.0382441964725013,-0.0070908582613226
2016-09-30,0.0276144096746348,-0.0276041166787096,0.0198049066172286,0.0428727793513511
2016-10-31,-0.0063530645094818,0.0037787340168412,0.0585683071568398,0.0206596945777264
2016-11-30,0.0363719613720463,0.054321232610325,0.0327420051298378,0.0737081961719017
2016-12-31,-0.0888622049985536,-0.0270323318709843,0.0318506212722567,-0.0217888116724405
2017-01-31,-0.0579302299924727,0.0145870302768618,0.0660189288688642,0.0148030230213496
2017-02-28,0.0243550502960762,0.0082078255784978,-0.012986826432008,0.0078300774040449
2017-03-31,0.0918317413297352,-0.0655460495796361,-0.039096835178983,0.0146925930333421
2017-04-30,0.0455776436065056,-0.0156691163941203,-0.0035060071017967,0.0604652087897565
2017-05-31,-0.0227102920389991,0.0359345571591796,-0.0200997775077204,0.0329705943416012
2017-06-30,-0.068142358692008,0.0060523301745409,-0.0041916701086845,-0.0300702747437848
2017-07-31,0.0414208799522728,-0.0343680688868819,-0.0264061317272265,0.0176288266119864
2017-08-31,0.0043737550080672,0.0227233181874692,0.0189006418887119,-0.0074867347974975
2017-09-30,0.0345816898052473,-0.0123736883594305,0.0173635197887642,-0.0132170792020315
2017-10-31,0.0131884424994855,0.0128015218424251,0.0022461674640883,0.0375765872728298
2017-11-30,0.0093339316304222,0.0133076034331289,0.0117242820947206,-0.0108430713319673
2017-12-31,0.1411381450651929,-0.0315608680343671,-0.0009774203596171,-0.0105372918375197
2018-01-31,0.0077241517529489,0.0256948410420289,0.0240569427114838,0.0035212528741036
2018-02-28,0.000833965583603,-0.0282252640370552,0.0049499409855899,0.0366985084204587
2018-03-31,0.002534809606819,-0.0371735759902491,-0.0044324774970816,0.0292788295603492
2018-04-30,-0.0182591522518445,-0.0244848696316611,0.0290283651583959,0.0004217174288447
2018-05-31,0.052555980262189,-0.0083827010158958,0.0383029955383493,-0.0051907422190446
2018-06-30,-0.0079189450201607,0.0052820946932378,0.0404487071179539,-0.0362230198249966
2018-07-31,0.0366174217540065,-0.0211775119711732,-0.0247276913009454,-0.0272678459859
2018-08-31,0.02080713634161,0.0243445793718534,-0.0119645218251675,-0.0223391338157817
2018-09-30,0.0628543637959591,0.0095439255213078,-0.0446418906529353,-0.0044267620917804
2018-10-31,0.0269080818644762,-0.018843946453165,-0.0036798205097009,0.0708859289499844
