Time,Ticker,Return,Market_Cap,Book_to_Market
2014-01-31,STK01,-0.0156312416148721,101368149.66209394,1.5421364525192394
2014-01-31,STK02,-0.0430173185692307,118498472.48324938,0.3632755920966825
2014-01-31,STK03,-0.0249214371829603,106807347.6715783,1.111579473982714
2014-01-31,STK04,0.0314958121413737,134824685.03471598,0.2805872316878132
2014-01-31,STK05,-0.0572306200760791,85686249.68758291,1.252349996176334
2014-01-31,STK06,0.0089475953900107,75730205.13326001,0.3214314281828989
2014-01-31,STK07,0.0012951400621658,139430322.19927582,1.742967697686
2014-01-31,STK08,0.0315382868878103,202232810.1615016,0.4380333356472881
2014-01-31,STK09,-0.0498576364921636,108971144.3567342,0.9897014878285898
2014-01-31,STK10,0.0077071996171973,102260446.1949818,0.3393947730405118
2014-01-31,STK11,-0.0145361105720069,236782478.42771217,1.3929845936514351
2014-01-31,STK12,0.0049078851261596,141229868.40992647,0.4627556526844925
2014-01-31,STK13,-0.0053082911490989,135785086.07896456,1.2742667380987776
2014-01-31,STK14,-0.0356544760366285,106368344.14036606,0.3347344691515171
2014-01-31,STK15,-0.0373804779232491,82883813.84673573,1.3954518736181232
2014-01-31,STK16,-0.0254307568095457,87380473.94095196,0.4377771514243138
2014-01-31,STK17,-0.0169303164116227,92734669.05685136,1.6538650789268656
2014-01-31,STK18,0.0298559215099144,67725157.79454878,0.500932885918544
2014-01-31,STK19,0.0601614250009715,99256904.50695084,1.66037876115748
2014-01-31,STK20,0.0460168925271699,109445763.846425,0.2994271326033109
2014-01-31,STK21,-0.0539040982900098,86982689.72799376,1.55718737059192
2014-01-31,STK22,-0.0143134853121889,108258693.46838193,0.5339952921165827
2014-01-31,STK23,-0.0831012402322111,89600992.44637597,1.3817128093483104
2014-01-31,STK24,-0.010861977320256,103869644.9204423,0.4024310472114718
2014-01-31,STK25,-0.010561025375603,82121268.316067,1.4935245556198191
2014-01-31,STK26,0.0244835023396358,5449021572.804571,0.4013074961276546
2014-01-31,STK27,-0.0270949522387928,5584376207.831888,1.4265467868273745
