Time,MKT_RF,SMB,HML,WML
2014-01-31,0.015568495740332165,-0.013678144411177848,-0.025361733784637987,-0.03342040758722118
2014-02-28,-0.06580073839543285,-0.0023080402273039746,-0.025258259442851302,0.07780844436223788
2014-03-31,-0.07254011821290701,0.0002521233053209128,-0.004515172335957834,0.22807579052091162
2014-04-30,0.07127134231015458,-0.0023841581901713643,0.0042351122490322385,0.07273338167522853
2014-05-31,0.048724945610352254,0.004162957699495412,0.006727036861024466,0.019058317202427455
2014-06-30,0.010429344212795653,0.017166750599275124,0.04842934468732489,0.04708429276142991
2014-07-31,-0.09504814031531082,0.046994826211105956,0.0005803498358347148,0.29798139864607665
2014-08-31,-0.01448756872565185,-0.03543235103281044,0.023505815828441825,0.11045015271923607
2014-09-30,-0.05490559652411588,-0.02253864279635593,-0.0012379785842625696,0.03731507794542882
2014-10-31,-0.07070412642050182,-0.013350181406144104,0.038819796512686335,0.15939673167533921
2014-11-30,0.009455840044642946,0.03171861178164427,-0.0635224959790816,-0.012883626728568603
2014-12-31,0.004337061766196207,-0.00948709116266192,-0.014999131925209283,-0.04004478532805182
2015-01-31,0.06326858271965721,-0.06276132925207682,0.0399403285974929,-0.06264911718517702
2015-02-28,-0.02200615313262938,0.004679768517485118,-0.011191407642932723,-0.08208941490915223
2015-03-31,-0.014078351303012562,-0.005411082816937744,0.031865584333814985,-0.031136213122801848
2015-04-30,-0.05491697256310942,0.0032668345053347733,0.01697008171852801,-0.023960709028024052
2015-05-31,-0.002636791279837389,-0.03363108861889562,0.03602834789438317,-0.14158274128224793
2015-06-30,0.04939606216044683,0.04885879483939834,0.007999563675066237,-0.07710268958954442
2015-07-31,-0.001298658710001649,-0.0057428708990878465,-0.004631212075866198,-0.11776649397827732
2015-08-31,0.025451227628815368,-0.005148271352386673,0.050327140446359234,0.0707851875067168
2015-09-30,0.013274460916996154,-0.028719838217446586,0.03548297131880188,-0.01996252353970556
2015-10-31,0.05138169076159825,-0.02669052615098556,0.026758919682361104,-0.07224566091947424
2015-11-30,-0.0006126886639434559,-0.03250178674282063,0.005239945444663481,0.10940036609238729
2015-12-31,0.05854669685252694,-0.014462659910507804,-0.011194872577287657,-0.22132112645999963
2016-01-31,0.04246471994390309,-0.01617459243163484,-0.02941067717692982,0.02123718304260558
2016-02-29,-0.029388076906653376,0.06432466842565615,0.030432372895171658,0.05058789840569261
2016-03-31,0.05191341979081273,-0.05935446338775501,-0.07225279770933475,-0.030648551131007618
2016-04-30,0.022641231367553444,-0.026484994972540678,-0.029490258326073354,-0.1424650784075524
2016-05-31,0.03948369980381643,-0.015524913425839566,-0.027870805334416292,-0.01664792837117568
2016-06-30,-0.028957263939632095,0.038608758154240364,-0.006706054972398811,0.16782484275570897
2016-07-31,0.01905072994748571,-0.01903724380997724,-0.07033865572644007,0.025771794374275694
2016-08-31,-0.047475292728185285,0.02218530222107766,0.040487403330027,0.04544032931164027
2016-09-30,0.05252935312443828,-0.0298755324741609,0.012745730297461334,-0.045755505813746156
2016-10-31,0.04877801486396305,-0.005951825885584373,0.056770974375671954,-0.16061617063374686
2016-11-30,0.07316472861181189,0.054050789907711255,0.004107884693220168,-0.044774818480332546
2016-12-31,-0.08983060736294106,-0.030864850402414306,0.024404751283838167,-0.015198311943869669
2017-01-31,-0.11103319863592519,0.019820883299043992,0.062117872777201766,0.22902787946449726
2017-02-28,0.04555764767966129,0.0022834987891379175,-0.004446457155987362,-0.05859661372670305
2017-03-31,0.02157294637842233,-0.05786691767902497,-0.04557634408147365,0.2728170647184962
2017-04-30,0.08264456645425926,-0.01032885073604964,-0.025196873722955745,-0.06173482832176713
2017-05-31,-0.03598616719824514,0.03496062372932369,-0.024291705850820564,0.07302844763487473
2017-06-30,-0.0481257542540581,-0.004669197589865549,0.004076492620017667,-0.09812578650186965
2017-07-31,0.09444574011067335,-0.034903664663877884,-0.038223902087483795,-0.17355274603220833
2017-08-31,-0.01008614109898437,0.020430067395658773,0.015022056407478945,0.0323893818224973
2017-09-30,0.024718350626410257,-0.013724809784041975,0.019648128531857628,0.03000864428446809
2017-10-31,-0.003341281681054173,0.01066994828171431,-0.0068219884738877044,0.10997319356411624
2017-11-30,0.017800781376644405,0.005923037869688805,0.008136205807034507,-0.033719301727675184
2017-12-31,0.10448229143823307,-0.02602528715788143,-0.0007129476963786199,0.10826892439378266
2018-01-31,0.0025852956775335965,0.02600659859200502,0.026082608183257427,0.000794417622917834
2018-02-28,0.006026930731505235,-0.030919928943195278,-0.014281271993489858,0.04352883220572881
2018-03-31,0.05602242963446273,-0.0409452717705536,-0.00901026192366544,-0.14226378985446886
2018-04-30,-0.03828882305479807,-0.02432038349495367,0.011410899166809688,0.09937685266765364
2018-05-31,0.042677652398777216,-0.012835502960668013,0.026367421675622633,0.03332645414472751
2018-06-30,-0.020360517216184162,0.010109539651288238,0.034254767529172156,0.005370453610607007
2018-07-31,0.07777120834057757,-0.020302103532995105,-0.025132735478758477,-0.19613951813944486
2018-08-31,0.022036045522173475,0.026852996524526215,-0.00594663258311931,-0.023074914392504114
2018-09-30,0.05471755440028217,0.012400669050182403,-0.05523293568177978,0.015292462621894876
2018-10-31,0.023592546717946056,-0.021624756928587077,-0.007270935390660918,0.06659266379913398
2018-11-30,-0.025834664575179557,0.026541996532886497,0.009583025750618899,-0.06949859631254834
2018-12-31,-0.030366435125454193,0.04364856433873002,-0.006133603749452012,-0.0714322522549761
2019-01-31,0.07128825761986035,-0.0035656498323369534,0.0741666401748997,-0.04680164446788365
2019-02-28,0.013737882701095237,0.002295099966416009,-0.010989946421200263,-0.10723843025633392
2019-03-31,-0.03009243776217918,-0.05631885644900826,-0.02609597756341585,-0.1422762755079706
2019-04-30,-0.03573863381587232,-0.0015922291920935985,0.028337879266144478,0.008576984135783686
2019-05-31,0.08473764537020931,-0.010392556273893391,0.007142935244576872,-0.019924670890858476
2019-06-30,-0.04019587844936198,0.0025429444124184138,0.018223975723355886,-0.12892231851794866
2019-07-31,-0.07444437568607548,-0.00294711137617648,0.010310663459475013,0.16281360117223936
2019-08-31,-0.0017742764496011532,0.0057984909493522035,0.01353477095210672,-0.03176963583825648
2019-09-30,-0.012248954655448147,0.05413013257724135,-0.05061997486149915,-0.08933279809528763
2019-10-31,-0.034426931094039215,-0.015161733681829832,-0.0027584736178779996,-0.06489456213747852
2019-11-30,-0.03474832270156483,-0.016405450231254188,-0.025758681187223735,-0.10138864786740923
2019-12-31,-0.022098972441253525,-0.04377767937800672,-0.01008373782998928,0.0766099109557379
2020-01-31,0.012800406101487943,-0.006308154543151135,-0.016766230668140536,-0.0631607013505081
2020-02-29,-0.08311869884235813,0.02330724294241986,0.011989253020014426,0.2235535890691266
2020-03-31,-0.0893116538102458,-0.04444265769780459,0.015042281371225902,0.07989009509350042
2020-04-30,0.05286426447147921,-0.010773877371657544,-0.026188828749944996,-0.0213990645280121
2020-05-31,-0.019365843233236354,-0.014484877277934256,0.019797368931424517,-0.11251658014631283
2020-06-30,0.04084815116156004,0.0300489350664419,0.02808660802562611,-0.03892162934190457
2020-07-31,-0.0645784910756563,0.014993187456893637,0.02037341366494668,0.10742971865463491
2020-08-31,-0.017893743310859606,0.005391960958604332,-0.036417098856214664,0.19675228387933869
2020-09-30,0.10163929110057177,-0.003912080286866588,0.0031306527613879625,-0.18722122047701495
2020-10-31,-0.0697844894041465,0.01968201745327927,0.004973905131295864,0.13749105870581743
2020-11-30,-0.06465919926179826,0.034062105377203555,0.016445600756250157,0.0008474819980808235
2020-12-31,0.05393179887590298,-0.04704419947073972,0.04344400058106529,-0.032110358867223965
2021-01-31,0.04083998185813492,0.034392830189012576,0.04670898847049143,0.1914102126846205
2021-02-28,-0.008982013448685704,0.0006342270687129249,0.01747942220132573,0.14314466441140064
2021-03-31,0.003319568026151187,-0.020153363044820988,0.007281229954865106,-0.011037241113229589
2021-04-30,0.04450494742808458,-0.063570382296943,0.03624604540580794,0.009237613089301891
2021-05-31,0.03532818534483502,-0.039838315011196515,-0.028176655139274375,-0.0029711328380033347
2021-06-30,-0.0010083240226552645,0.04863566799689666,-0.04529213927873491,-0.07607091454104299
2021-07-31,-0.026877226762398405,-0.02607598167679926,-0.009913752795156721,0.011005518110310364
2021-08-31,0.0049954676642659165,-0.03027259318271769,0.04010929741757647,0.08799194770519539
2021-09-30,-0.02607019964242345,-0.0210307176001203,-0.006722805243777494,0.10273353892715666
2021-10-31,-0.005564386046959108,-0.01325123098220255,0.0344772013872837,0.29315226839707953
2021-11-30,-0.037090433719984925,0.005257302582602625,-0.07394579375587079,0.06955345285727671
2021-12-31,0.03674733961555547,0.04052963425267253,-0.020074692043039577,0.062276112589151944
2022-01-31,-0.012520006455833725,-0.019850676238331578,-0.015645803384184864,0.2108720206179356
2022-02-28,-0.05286219958075987,0.01181044747875731,0.026842673791460686,0.25124671608071875
2022-03-31,0.05838362493119126,-0.027217664025943816,-0.0029803268716515896,0.012424214762228658
2022-04-30,0.04114882544050191,0.05534558029858933,0.0029042665656753563,-0.044453829745120355
2022-05-31,-0.04074801900025088,0.012584526652576465,-0.006252330705708837,0.04515402803525714
2022-06-30,0.06878779200731266,-0.04002794586679877,-0.04841225337894647,-0.12097606694314642
2022-07-31,0.08598008418470951,0.030829600990693103,0.03775338983830678,-0.036847606628407026
2022-08-31,0.021121888634750195,0.046343886160046824,-0.013072207800858455,-0.033599160738264605
2022-09-30,-0.024487027346610728,0.01275074740592986,0.0386915215272432,0.04031659638957663
2022-10-31,0.019875674592842407,-0.056169945349189926,-0.017445736042999684,-0.07989586403617324
2022-11-30,0.008316782072655758,0.04461149504648554,0.04094066638100627,0.033422353659081167
2022-12-31,0.04790699176324061,0.006105490934424287,0.01378586057691879,-0.016464410708641963
2023-01-31,-0.01776483184703388,0.039485479053711706,-0.00039734122517384035,-0.01683859114913508
2023-02-28,0.034463271955406036,-0.023336343088336913,-0.014199160043882983,-0.2761628906108309
2023-03-31,-0.009984379035384898,-0.011119930910452021,-0.029399648228627076,0.01973078158541315
2023-04-30,-0.057392292298919526,0.01541870456487825,-0.00205136699983045,-0.010067301668647888
2023-05-31,0.06279860106576965,0.04137421971988131,0.04036245971472991,-0.16054663037779018
2023-06-30,0.001114259774588712,-0.0008893883798810551,0.02999575630939493,-0.008720282904717838
2023-07-31,-0.06539752462911425,-0.04428552438576369,-0.03034355834760384,0.01936540540113546
2023-08-31,-0.024281807712574023,0.016422600081113296,0.011846003155494021,0.08275465708584856
2023-09-30,-0.00922675711988054,0.05252182778745232,0.005921638943862578,0.039131580037871705
2023-10-31,-0.017594237465781305,0.002798578754457573,0.028213616246126685,0.15330075256183254
2023-11-30,0.02251206041455877,-0.0026266379902719116,0.009395201217713523,-0.13031740900342412
2023-12-31,0.12957008404951123,-0.03364048249689378,-0.004045922654914328,-0.12200410647146454
